id,ra,dec,B_mag,B_mag_unc,V_mag,V_mag_unc,g_mag,g_mag_unc,r_mag,r_mag_unc,i_mag,i_mag_unc,z_mag,z_mag_unc,J_mag,J_mag_unc,H_mag,H_mag_unc,K_mag,K_mag_unc,G_mag,G_mag_unc,Bp_mag,Bp_mag_unc,Rp_mag,Rp_mag_unc,parallax,parallax_unc,GaiaID
EPIC210625740,61.00193,17.328197,,,,,,,,,,,,,14.73,0.036,14.181,0.052,13.884,0.057,17.7786,0.0009,19.4036,0.0242,16.5263,0.0034,0.004046999999999999,0.00015690000000000002,46432827015149184
EPIC210629082,57.266959,17.37554,12.158,0.168,12.208,0.236,12.2,0.02,11.563,0.02,11.315,0.02,,,10.248,0.022,9.918,0.022,9.817,0.019,11.6065,0.0004,12.0671,0.0012,10.9972,0.0007,0.0025583999999999997,4.1e-05,43841346828565632
EPIC210643811,52.503579,17.584193,11.504,0.089,10.836,0.079,11.035,0.03,10.558,0.03,10.459,0.16,,,9.563,0.025,9.28,0.023,9.195,0.022,10.6251,0.0004,10.9786,0.0007,10.1318,0.0005,0.0040159,4.4999999999999996e-05,55077599749605504
EPIC210659688,55.58048,17.800665,,,,,18.479,0.007,16.989,0.004,15.65,0.004,14.935,0.004,13.57,0.026,12.936,0.026,12.694,0.03,16.4023,0.0011,17.8895,0.0177,15.199,0.0027,0.0060236000000000005,0.0001078,44761741139048320
EPIC210666756,58.435825,17.898864,13.955,0.04,13.275,0.36,13.477,0.02,12.722,0.02,12.417,0.08,,,,,,,,,12.9104,0.0003,13.407,0.0024,12.2461,0.0031,0.0031859,3.92e-05,49835540624946304
EPIC210667381,58.269165,17.907073,13.768,0.05,12.893,0.06,13.24,0.02,12.602,0.03,12.431,0.19,,,11.226,0.021,10.807,0.022,10.726,0.02,12.6504,0.0002,13.142,0.0015,12.0145,0.0009,0.0040159,5.88e-05,49842515651843200
EPIC210696763,52.834602,18.316229,18.673,0.14,16.416,0.11,17.292,0.08,15.986,0.08,14.686,0.05,,,12.539,0.021,11.958,0.023,11.715,0.018,15.3763,0.0007,16.8613,0.0043,14.1801,0.0019,0.0107076,6.93e-05,56684261115562880
EPIC210707130,59.464394,18.465254,13.804,0.02,12.831,0.47,13.244,0.01,12.032,0.01,11.608,0.01,,,10.229,0.024,9.613,0.024,9.466,0.018,12.06,0.0003,12.809,0.0011,11.2391,0.0007,0.0102574,4e-05,49784688211974144
EPIC210718708,51.5528,18.635616,13.814,0.02,13.167,0.26,13.382,0.02,12.731,0.03,12.552,0.01,,,11.44,0.021,11.003,0.019,10.927,0.019,12.7978,0.0001,13.2541,0.001,12.1971,0.0005,0.0038372000000000002,4.4e-05,55994798604873216
EPIC210731500,66.236225,18.827418,15.313,0.02,14.134,0.04,14.729,0.02,13.706,0.05,13.246,0.05,,,11.811,0.02,11.359,0.022,11.197,0.019,13.7078,0.0002,14.4114,0.0017,12.8959,0.0007,0.0020071,2.86e-05,47908509057301120
EPIC210736056,54.39772,18.896429,,,,,,,,,,,,,13.495,0.025,12.92,0.024,12.666,0.026,16.305,0.001,17.7421,0.0066,15.13,0.0021,0.0069318999999999995,8.7e-05,56950239849717248
EPIC210744674,65.859019,19.027495,14.348,0.03,13.319,0.02,13.835,0.02,12.95,0.02,12.491,0.01,,,11.093,0.023,10.686,0.02,10.548,0.018,12.9184,0.0002,13.5725,0.0009,12.1371,0.0007,0.001833,3.33e-05,47951493090008960
EPIC210750726,54.751598,19.120178,17.002,0.08,15.476,0.053,16.283,0.055,14.936,0.054,13.87,0.04,,,12.037,0.021,11.456,0.019,11.24,0.016,14.5451,0.0006,15.7294,0.0041,13.4657,0.0015,0.0090166,6.67e-05,56983706234931328
EPIC210754505,64.64493,19.179056,14.51,0.02,13.551,0.033,14.011,0.02,13.215,0.01,12.831,0.03,,,11.473,0.021,11.061,0.022,10.907,0.018,13.1961,0.0002,13.7933,0.0013,12.4558,0.0009,0.0017296,2.85e-05,47836418030074368
EPIC210769880,62.532946,19.411153,13.142,0.562,11.399,0.163,12.333,0.01,11.119,0.03,10.481,0.04,,,8.612,0.024,7.985,0.017,7.79,0.016,10.9553,0.0006,11.8634,0.0017,10.0332,0.001,0.0012997,6.44e-05,48729741164054144
EPIC210775710,54.274245,19.499622,12.891,0.429,11.758,0.22,12.316,0.03,11.876,0.04,11.617,0.06,,,10.631,0.02,10.307,0.021,10.208,0.018,11.8211,0.0003,12.2204,0.0014,11.2761,0.0005,0.0040374,4.74e-05,57197664325972736
EPIC210838726,57.066715,20.459638,15.628,0.06,14.162,0.05,14.91,0.03,13.563,0.06,12.62,0.04,,,10.933,0.02,10.318,0.027,10.106,0.018,13.3216,0.0004,14.408,0.003,12.2927,0.0012,0.011594,4.1599999999999995e-05,63206117414110848
EPIC210843708,57.789012,20.53508,14.616,0.04,13.283,0.06,13.949,0.02,12.795,0.04,12.283,0.03,,,10.833,0.021,10.216,0.022,10.065,0.018,12.8221,0.0002,13.5732,0.0011,11.9887,0.0008,0.0005376,4.83e-05,51210273757220864
EPIC210848071,53.650966,20.599232,11.767,0.126,10.849,0.08,11.349,0.04,10.863,0.05,10.908,0.54,,,9.77,0.022,9.432,0.022,9.368,0.018,10.8644,0.0002,11.2365,0.0008,10.3531,0.0011,0.0055437,3.85e-05,58200934326315136
EPIC210857328,55.229564,20.736079,13.541,0.04,12.645,0.04,13.109,0.08,12.384,0.05,12.359,0.55,,,11.009,0.022,10.675,0.023,10.593,0.02,12.422,0.0002,12.9093,0.0012,11.7926,0.001,0.0020039,5.15e-05,63416845689590400
EPIC210877025,56.641225,21.034302,,,,,,,,,,,,,11.303,0.02,10.877,0.021,10.718,0.016,12.9307,0.0009,13.4908,0.0032,12.2363,0.0021,0.0039244,4.0300000000000004e-05,63319779428498176
EPIC210894022,59.889755,21.298685,11.796,0.03,11.137,0.04,11.437,0.04,10.876,0.02,12.669,0.9,,,9.768,0.023,9.477,0.025,9.377,0.021,10.9294,0.0006,11.3122,0.0012,10.4071,0.0008,0.0049626,6.74e-05,53006669599267328
EPIC210903662,60.051087,21.447541,,,,,,,,,,,,,10.923,0.024,10.66,0.025,10.574,0.021,12.0624,0.0002,12.4181,0.0012,11.5436,0.0007,0.0017402,4.78e-05,53015431332511232
EPIC210925707,57.120544,21.79746,10.023,0.034,9.427,0.027,10.353,0.1,9.661,0.19,9.162,0.07,,,8.237,0.024,7.981,0.016,7.925,0.021,9.3082,0.0007,9.6454,0.0016,8.8365,0.0026,0.0038551,5.21e-05,63911935159921280
EPIC210957318,52.341962,22.299405,14.506,0.03,13.53,0.04,13.979,0.034,13.189,0.04,12.825,0.05,,,11.632,0.019,11.19,0.016,11.088,0.02,13.2056,0.0004,13.7769,0.0012,12.4992,0.0007,0.0029739,2.68e-05,61607255708760960
EPIC210958990,62.754015,22.325341,13.681,0.05,12.832,0.06,13.252,0.03,12.541,0.07,12.34,0.32,,,11.143,0.023,10.843,0.033,10.709,0.021,12.6394,0.0005,13.1091,0.0042,11.9814,0.0059,0.0022086000000000002,6.35e-05,52752231438638080
EPIC210961508,59.920104,22.365984,14.326,0.03,13.184,0.03,13.729,0.05,12.737,0.03,13.485,0.9,,,10.994,0.023,10.468,0.025,10.32,0.021,12.7806,0.0002,13.4309,0.0014,12.0175,0.0007,0.0015059000000000001,4.82e-05,53318312426156288
EPIC210965800,52.888882,22.43487,13.276,0.03,12.403,0.04,12.804,0.03,12.136,0.06,11.847,0.04,,,10.786,0.02,10.426,0.023,10.292,0.017,12.1562,0.0006,12.6379,0.0021,11.5365,0.0014,0.004628,3.92e-05,61624573016925824
EPIC210968143,59.152405,22.472632,15.18,0.05,13.855,0.04,14.541,0.08,13.25,0.03,13.372,0.69,,,11.168,0.023,10.495,0.027,10.36,0.02,13.2292,0.0002,14.0568,0.0017,12.3422,0.0006,0.0074234,2.31e-05,65331198513957376
EPIC211009047,61.089561,23.117842,12.223,0.256,11.47,0.162,11.789,0.05,11.179,0.07,12.862,0.9,,,10.08,0.021,9.805,0.027,9.72,0.018,11.2675,0.0011,11.6752,0.0012,10.7373,0.0012,0.0016197,5.86e-05,53792713035819264
EPIC211048999,58.796898,23.756807,13.984,0.01,12.956,0.031,13.475,0.03,12.588,0.05,12.31,0.03,,,11.138,0.023,10.633,0.025,10.555,0.019,12.691,0.0004,13.2474,0.0015,12.001,0.0009,0.0052128,5.73e-05,65797082206292224
EPIC211077024,63.218062,24.205112,17.079,0.1,15.572,0.055,16.258,0.08,15.045,0.01,13.695,0.03,,,11.433,0.021,10.835,0.022,10.571,0.021,14.3219,0.0003,15.8269,0.0024,13.1225,0.0011,0.0159515,7.14e-05,149858216482858112
EPIC211089792,62.670647,24.402043,13.155,0.358,12.559,0.259,12.928,0.02,11.918,0.04,12.908,0.9,,,10.622,0.035,,,,,12.2008,0.0004,12.7748,0.0016,11.5029,0.001,0.0055745,4.08e-05,150054788545735424
EPIC211106187,59.079082,24.660879,14.256,0.046,13.376,0.033,13.792,0.033,13.118,0.042,12.838,0.063,,,11.62,0.021,11.139,0.024,11.023,0.018,13.1255,0.0002,13.6257,0.0013,12.466,0.0007,0.00031,3.63e-05,66991254913352192
EPIC211147528,59.647171,25.388589,12.422,0.177,12.05,0.164,12.138,0.03,11.793,0.04,11.7,0.06,,,10.884,0.024,10.71,0.035,10.619,0.021,11.8234,0.0005,12.1062,0.0014,11.3903,0.001,0.0017898,6.02e-05,67042622722099200
EPIC211152484,60.069895,25.48,13.358,0.07,12.49,0.07,12.849,0.05,12.166,0.01,11.83,0.05,,,10.666,0.02,10.325,0.022,10.237,0.018,12.2109,0.0002,12.7222,0.001,11.5449,0.0009,0.0020486,4.53e-05,66389577237014912
EPIC211169300,58.490966,25.797325,12.689,0.275,12.822,0.312,13.003,0.031,12.459,0.041,12.271,0.061,,,11.31,0.023,11.007,0.028,10.917,0.022,12.5049,0.0002,12.873,0.0018,11.9716,0.001,0.0014836,0.0001254,67302073107561984
EPIC211305568,133.122327,9.962734,16.172,0.05,14.653,0.041,15.492,0.07,14.054,0.046,13.145,0.03,,,11.419,0.034,10.844,0.037,10.608,0.028,13.8259,0.0003,14.9073,0.0038,12.7917,0.001,0.0110624,3.61e-05,597693009033953152
EPIC211308899,133.325027,10.029715,15.387,0.02,14.571,0.02,14.944,0.06,14.31,0.06,14.09,0.1,,,12.95,0.024,12.452,0.03,12.385,0.024,14.3177,0.0002,14.7628,0.0017,13.7059,0.0009,0.0002428,2.99e-05,597785166144786176
EPIC211314705,129.129927,10.14728,16.98,0.01,15.39,0.07,16.17,0.1,14.856,0.16,13.673,0.03,,,11.776,0.023,11.131,0.026,10.964,0.023,14.3753,0.0005,15.6304,0.0029,13.2665,0.0014,0.010874100000000001,6.13e-05,601314254872894080
EPIC211319617,126.463933,10.246968,13.334,0.01,12.601,0.02,12.9,0.02,12.376,0.02,12.176,0.02,,,11.146,0.023,10.747,0.026,10.677,0.026,12.4039,0.0002,12.817,0.0012,11.8394,0.0008,0.004876,4.12e-05,600750922666388992
EPIC211328748,130.235394,10.422378,10.649,0.046,9.964,0.033,10.363,0.11,9.958,0.15,9.769,0.01,,,8.928,0.027,8.674,0.026,8.626,0.024,9.9099,0.0002,10.2387,0.0005,9.4497,0.0006,0.0067286,5.32e-05,601381325082222208
EPIC211331236,133.855682,10.469131,16.137,0.04,14.655,0.06,15.467,0.12,14.07,0.01,13.235,0.15,,,11.447,0.023,10.801,0.029,10.589,0.025,13.8012,0.0002,14.874,0.0017,12.7741,0.0012,0.0098107,3.59e-05,597829077890316928
EPIC211333233,126.898155,10.506562,11.432,0.12,9.952,0.041,,,,,,,,,6.928,0.02,6.144,0.034,5.883,0.029,9.2534,0.0005,10.2489,0.0017,8.2992,0.0013,0.0007742,5.9e-05,600784874384342400
EPIC211335816,126.624017,10.5554,12.592,0.311,12.197,0.268,12.228,0.01,11.898,0.02,11.801,0.02,,,11.07,0.026,10.759,0.026,10.669,0.025,11.9449,0.0003,12.2281,0.0012,11.5125,0.001,0.0018643000000000002,4.92e-05,600788374781198720
EPIC211336288,133.423618,10.564473,16.604,0.06,15.226,0.08,16.018,0.08,14.641,0.08,14.007,0.01,,,12.477,0.022,11.802,0.03,11.657,0.024,14.5583,0.0003,15.4519,0.0024,13.6297,0.0012,0.004952600000000001,3.24e-05,597842306389557376
EPIC211336616,132.42672,10.570543,14.08,0.06,13.101,0.03,13.63,0.16,12.851,0.07,12.487,0.05,,,11.342,0.021,10.822,0.022,10.721,0.017,12.8338,0.0002,13.3487,0.0012,12.1793,0.0007,0.0003025,3.8e-05,598537438256325888
EPIC211342524,128.098694,10.677239,13.052,0.05,12.422,0.02,12.727,0.12,12.248,0.06,12.268,0.25,,,11.33,0.023,11.039,0.025,10.977,0.021,12.2951,0.0002,12.6072,0.0012,11.8304,0.001,0.0016434,4.31e-05,600099122725424768
EPIC211351816,127.762836,10.847586,13.77,0.02,12.611,0.031,13.161,0.031,12.223,0.04,12.087,0.23,,,10.694,0.023,10.177,0.023,10.035,0.021,12.3059,0.0002,12.8953,0.0021,11.6014,0.0009,0.0011093,6.32e-05,600859258922054272
EPIC211355342,127.554034,10.910294,13.494,0.03,12.749,0.03,13.124,0.09,12.536,0.02,12.429,0.13,,,11.438,0.022,11.082,0.021,11.026,0.021,12.5618,0.0002,12.9454,0.0013,12.0363,0.0006,0.0027424,4.02e-05,600874445926411264
EPIC211357309,133.23263,10.944721,15.525,0.11,13.908,0.02,14.799,0.18,13.363,0.05,12.451,0.03,,,10.781,0.023,10.165,0.028,9.885,0.02,13.0756,0.0004,14.1242,0.0017,12.0635,0.0011,0.014489,3.5799999999999996e-05,598620245225724928
EPIC211359660,130.180327,10.982941,12.868,0.11,11.997,0.06,12.412,0.08,11.726,0.03,11.455,0.05,,,10.408,0.021,9.994,0.022,9.913,0.023,11.7202,0.0006,12.1896,0.0012,11.1222,0.0007,0.006430399999999999,5.16e-05,601480723509077632
EPIC211365543,127.453439,11.085656,12.647,0.05,12.119,0.04,12.338,0.07,12.012,0.02,11.939,0.04,,,11.129,0.026,10.88,0.024,10.88,0.026,12.0228,0.0002,12.2931,0.0012,11.6042,0.0009,0.0019068,4.7e-05,600924787238826368
EPIC211383821,131.041354,11.385502,15.657,0.05,14.523,0.07,15.148,0.07,14.011,0.03,13.571,0.05,,,12.286,0.024,11.57,0.03,11.506,0.024,14.0195,0.0003,14.7136,0.0028,13.2212,0.0009,0.0043448,4.14e-05,601848888105730176
EPIC211390903,132.278091,11.498017,14.253,0.06,13.137,0.03,13.851,0.42,12.78,0.03,12.593,0.35,,,11.161,0.022,10.599,0.024,10.49,0.018,12.8185,0.0002,13.4111,0.001,12.108,0.0005,0.0004113,5.2900000000000005e-05,598945765091864960
EPIC211391664,126.488289,11.511145,12.646,0.03,12.166,0.03,12.313,0.03,12.031,0.03,11.979,0.03,,,11.124,0.022,10.905,0.025,10.869,0.028,12.0398,0.0002,12.3144,0.0009,11.6162,0.0011,0.0018999,4.1599999999999995e-05,601199802584914816
EPIC211397844,135.363976,11.607637,14.461,0.04,13.528,0.04,13.957,0.03,13.268,0.04,13.007,0.05,,,11.944,0.03,11.417,0.027,11.34,0.024,13.3696,0.0002,13.8701,0.0016,12.7279,0.0008,0.0004653,2.2499999999999998e-05,603972942707869440
EPIC211399359,128.067142,11.630727,15.643,0.06,14.636,0.06,15.129,0.09,14.406,0.11,14.122,0.06,,,12.974,0.027,12.494,0.025,12.391,0.027,14.3938,0.0008,14.9096,0.0041,13.7452,0.0013,0.0022298,3.44e-05,602466302541172736
EPIC211401787,126.896955,11.667474,10.173,0.035,9.607,0.032,10.278,0.07,9.521,0.02,9.466,0.01,,,8.668,0.027,8.46,0.057,8.412,0.023,9.5127,0.0002,9.7879,0.0009,9.1144,0.0015,0.0062169999999999994,5.82e-05,601159910928534144
EPIC211413463,128.914889,11.843622,,,,,,,,,,,,,15.396,0.056,14.68,0.058,14.641,0.079,17.3562,0.0012,18.1399,0.0094,16.4913,0.0052,0.0010130999999999999,0.0001196,602537152321559040
EPIC211413752,133.709545,11.848265,14.775,0.14,13.853,0.05,14.233,0.06,13.6,0.18,13.241,0.06,,,12.158,0.021,11.72,0.028,11.639,0.023,13.5627,0.0002,14.0528,0.0012,12.9312,0.0006,0.0030221000000000002,2.96e-05,604743013163971072
EPIC211418290,129.302304,11.915721,12.177,0.197,12.145,0.258,12.061,0.11,11.495,0.05,11.266,0.06,,,10.303,0.022,9.877,0.02,9.755,0.018,11.5115,0.0016,11.9296,0.0057,10.9448,0.0041,0.0020293999999999998,3.7e-05,601790961882832896
EPIC211418729,127.882962,11.922265,15.626,0.08,14.556,0.02,15.072,0.09,14.244,0.11,13.949,0.03,,,12.835,0.024,12.386,0.028,12.304,0.029,14.2751,0.0003,14.8061,0.0014,13.6145,0.0014,0.0020734,3.56e-05,602494855483616256
EPIC211424769,128.852684,12.01165,9.829,0.032,9.394,0.027,10.26,0.1,9.23,0.04,9.086,0.06,,,8.277,0.023,7.998,0.02,7.949,0.026,9.1786,0.0004,9.473,0.0019,8.7554,0.0011,0.0081761,4.8e-05,602552128870918144
EPIC211428897,128.857549,12.075844,15.681,0.09,14.094,0.06,14.949,0.18,13.511,0.05,12.458,0.18,,,10.414,0.023,9.863,0.022,9.624,0.023,13.3119,0.0009,14.3162,0.0118,11.9555,0.0118,0.0209901,0.0001028,602557012249101696
EPIC211432103,133.852475,12.126656,10.694,0.045,10.15,0.038,10.29,0.02,10.236,0.47,9.686,0.02,,,8.878,0.023,8.638,0.024,,,9.9921,0.0003,10.3023,0.0007,9.5403,0.0011,0.0030675,4.6399999999999996e-05,604850249907335552
EPIC211439059,131.97353,12.231904,14.049,0.11,13.292,0.05,13.773,0.33,12.986,0.02,12.776,0.02,,,11.684,0.022,11.258,0.023,11.175,0.02,13.0279,0.0006,13.456,0.0012,12.4223,0.0009,0.0030448,0.0006309,608004675752430592
EPIC211442297,126.553444,12.281936,14.008,0.02,13.362,0.01,13.587,0.03,13.193,0.02,13.022,0.02,,,12.108,0.021,11.76,0.022,11.724,0.018,13.2,0.0003,13.5557,0.0015,12.6891,0.0014,0.0023891,2.48e-05,650778499868023296
EPIC211490999,130.798847,13.009593,14.318,0.02,13.604,0.01,13.905,0.01,13.379,0.02,13.206,0.01,,,12.302,0.024,11.918,0.029,11.87,0.025,13.4436,0.0002,13.8235,0.0009,12.9115,0.0006,0.002127,2.5e-05,602348482997667840
EPIC211491383,130.155165,13.014676,12.366,0.249,11.784,0.204,11.618,0.05,11.84,0.88,11.254,0.08,,,10.541,0.021,10.29,0.022,10.212,0.022,11.377,0.0015,11.66,0.0016,10.9707,0.0008,0.0027484000000000002,0.0001155,603087251731604480
EPIC211492384,131.456882,13.029578,13.154,0.02,12.564,0.02,12.764,0.03,12.375,0.02,12.208,0.01,,,11.333,0.022,11.048,0.026,10.981,0.023,12.4693,0.0002,12.7715,0.0021,11.9307,0.0016,0.0018112,4.68e-05,608295152980616576
EPIC211492449,130.938427,13.030436,15.798,0.05,14.656,0.02,15.202,0.02,14.309,0.03,13.88,0.09,,,12.588,0.024,11.898,0.03,11.824,0.02,14.3187,0.0002,14.941,0.0015,13.5762,0.0008,0.0001346,3.89e-05,602338003277455616
EPIC211502222,132.737577,13.170355,12.31,0.303,11.305,0.136,12.9,0.9,11.873,0.9,11.067,0.02,,,10.159,0.021,9.893,0.022,9.804,0.016,11.1945,0.0008,11.5445,0.001,10.712,0.0007,0.0047012,3.88e-05,608206676654888064
EPIC211503824,134.082281,13.192727,11.839,0.109,11.234,0.091,11.601,0.04,11.221,0.02,11.094,0.03,,,10.275,0.021,9.985,0.022,9.945,0.02,11.217,0.0007,11.5275,0.001,10.771,0.0007,0.0047508,4.32e-05,605533390225594368
EPIC211509553,135.019765,13.273871,17.821,0.133,16.578,0.083,17.263,0.01,15.935,0.04,15.065,0.08,,,13.358,0.024,12.744,0.027,12.555,0.024,15.7336,0.0005,16.754,0.0072,14.704,0.004,0.0036937000000000003,5.0299999999999996e-05,605593554127479936
EPIC211525389,125.420277,13.49753,12.683,0.328,11.752,0.195,12.252,0.03,11.667,0.05,11.445,0.09,,,10.541,0.02,10.173,0.025,10.091,0.019,11.7124,0.0003,12.1284,0.0015,11.1593,0.0006,0.0050222,3.9e-05,651907079835937280
EPIC211529065,131.266597,13.549833,14.824,0.04,13.782,0.02,14.275,0.01,13.38,0.01,13.069,0.06,,,11.968,0.023,11.462,0.019,11.368,0.021,13.4701,0.0006,14.0347,0.0024,12.7785,0.0017,0.0035362,2.98e-05,608395625151767680
EPIC211533633,137.471799,13.612929,15.208,0.07,13.856,0.1,14.726,0.35,13.231,0.02,12.629,0.06,,,11.086,0.023,10.422,0.028,10.29,0.024,13.1491,0.0003,14.0251,0.0018,12.2344,0.0008,0.0092281,2.97e-05,606227182062699008
EPIC211541590,137.176933,13.724288,16.8,0.12,15.204,0.09,16.247,0.6,14.561,0.04,13.517,0.28,,,11.47,0.024,10.916,0.035,10.648,0.022,14.1096,0.0004,15.4222,0.0033,12.9788,0.0012,0.013025700000000001,9.810000000000001e-05,606151109602008704
EPIC211543616,131.473213,13.752738,16.94,0.07,15.906,0.062,16.383,0.07,15.622,0.08,15.264,0.18,,,14.125,0.03,13.612,0.036,13.563,0.042,15.6416,0.001,16.163,0.0059,14.9719,0.0035,0.0007638,4.91e-05,608406276670701312
EPIC211544257,132.825338,13.761391,13.0,0.041,12.356,0.031,12.638,0.031,12.226,0.04,12.072,0.02,,,11.244,0.022,10.951,0.022,10.919,0.02,12.2699,0.0005,12.5357,0.0027,11.7739,0.0031,0.0018055,4.84e-05,608264916411427328
EPIC211546613,136.199914,13.795676,,,,,,,,,,,,,13.737,0.026,13.133,0.031,12.881,0.026,16.383,0.001,17.7015,0.008,15.2325,0.0022,0.0036419,9.31e-05,606940554655288704
EPIC211552050,133.410204,13.869375,14.593,0.07,13.556,0.03,14.05,0.06,13.155,0.05,12.827,0.04,,,11.63,0.022,11.093,0.02,10.979,0.02,13.2075,0.0005,13.7935,0.0021,12.4931,0.0013,0.004614399999999999,2.7400000000000002e-05,608634665851137408
EPIC211562654,125.00716,14.019461,13.632,0.04,12.846,0.07,13.471,0.58,12.639,0.04,12.447,0.04,,,11.485,0.023,11.152,0.023,11.021,0.02,12.6702,0.0001,13.0745,0.001,12.1209,0.0007,0.0030108,3.89e-05,652007410271734912
EPIC211569704,127.004675,14.119618,13.579,0.08,12.36,0.03,12.93,0.07,11.944,0.02,11.597,0.02,,,10.262,0.023,9.643,0.031,9.54,0.021,11.9953,0.0002,12.6345,0.0011,11.2517,0.0008,0.0005487,5.5599999999999996e-05,651636668693631360
EPIC211572511,126.521763,14.157244,12.874,0.362,12.39,0.288,12.133,0.05,11.677,0.03,11.495,0.07,,,10.631,0.021,10.316,0.022,10.269,0.02,11.7039,0.0004,12.0573,0.0015,11.205,0.0009,0.0046409,4.23e-05,651318355781109504
EPIC211578235,135.061436,14.23756,15.328,0.05,14.56,0.02,14.884,0.05,14.302,0.02,14.092,0.05,,,13.026,0.021,12.63,0.023,12.5,0.023,14.3314,0.0007,14.7647,0.0029,13.7411,0.0018,0.0012815,3.44e-05,605726045278534656
EPIC211579112,135.883338,14.250527,,,,,,,,,,,,,13.501,0.024,12.947,0.032,12.638,0.026,16.4791,0.001,18.0622,0.0159,15.2361,0.0027,0.0080895,9.11e-05,607158571490718208
EPIC211579683,125.21455,14.258666,15.313,0.06,14.295,0.06,14.745,0.02,13.91,0.02,13.722,0.12,,,12.511,0.022,11.97,0.024,11.856,0.021,13.9824,0.0003,14.5284,0.0015,13.304,0.0014,0.0027286000000000003,3.6400000000000004e-05,652028782028953856
EPIC211586387,136.801117,14.355476,15.72,0.06,14.636,0.04,15.161,0.07,14.253,0.02,13.925,0.04,,,12.697,0.024,12.111,0.032,12.043,0.022,14.3084,0.0003,14.8986,0.0028,13.5905,0.0019,0.0030655,2.98e-05,607074974247248384
EPIC211594205,129.140107,14.461936,11.227,0.088,10.345,0.053,10.726,0.05,10.665,0.87,9.843,0.05,,,8.92,0.019,8.513,0.021,8.38,0.02,10.13,0.0003,10.5708,0.001,9.5595,0.001,0.0132015,5.79e-05,651522834880015872
EPIC211606790,137.144439,14.630882,12.997,0.08,12.246,0.02,13.32,0.9,12.012,0.04,12.396,0.9,,,10.86,0.023,10.488,0.028,10.398,0.025,12.0575,0.0002,12.4691,0.0008,11.5015,0.001,0.0022896,4.7300000000000005e-05,607109952460866560
EPIC211611139,134.134947,14.690075,13.195,0.07,12.605,0.01,12.834,0.06,12.456,0.03,12.319,0.01,,,,,,,,,12.5013,0.0002,12.7999,0.0011,12.0447,0.0008,0.0016551,5.01e-05,608813233411223552
EPIC211611158,130.259658,14.69032,12.878,0.07,12.215,0.04,12.501,0.09,12.385,0.63,11.904,0.04,,,11.066,0.029,10.749,0.034,10.68,0.019,12.0636,0.0002,12.3981,0.001,11.5768,0.0006,0.0036981,4.49e-05,609508120464763264
EPIC211616939,133.229258,14.771586,12.755,0.321,12.189,0.256,12.592,0.07,11.743,0.03,11.455,0.03,,,10.169,0.02,9.631,0.022,9.497,0.022,11.7932,0.0003,12.3672,0.001,11.0968,0.0006,0.000624,3.4e-05,608900678946026752
EPIC211619805,133.238128,14.811854,,,,,,,,,,,,,11.115,0.021,10.538,0.022,10.385,0.022,12.9575,0.0003,13.6799,0.0016,12.1412,0.0009,0.0065806,3.26e-05,609041583936898176
EPIC211620138,133.232077,14.816459,9.21,0.022,9.137,0.023,10.032,0.03,9.215,0.04,9.289,0.03,,,8.86,0.027,8.882,0.024,8.847,0.019,9.057,0.0004,9.1119,0.0008,8.9773,0.0007,0.002063,5.54e-05,609041794391364992
EPIC211631538,132.342516,14.978426,15.573,0.1,14.532,0.05,14.986,0.09,14.176,0.05,13.893,0.02,,,12.75,0.022,12.229,0.021,12.173,0.021,14.2198,0.0002,14.7645,0.0012,13.5437,0.0008,0.0024034,4.1e-05,609727889647633664
EPIC211638401,136.722303,15.07543,16.647,0.13,15.121,0.04,16.238,0.78,14.709,0.33,14.131,0.9,,,11.862,0.023,11.176,0.031,10.979,0.022,14.2877,0.0004,15.4026,0.0017,13.2397,0.001,0.0072295,4.23e-05,607337826245614208
EPIC211642882,138.953027,15.137711,15.093,0.04,14.117,0.01,14.566,0.03,13.741,0.03,13.455,0.04,,,12.287,0.027,11.764,0.034,11.668,0.02,13.8107,0.0004,14.3747,0.0023,13.1179,0.0013,0.003195,2.63e-05,606804941063314816
EPIC211645912,124.997087,15.177895,13.196,0.01,12.619,0.01,12.849,0.02,12.446,0.04,12.315,0.02,,,11.462,0.023,11.155,0.024,11.096,0.02,12.4701,0.0002,12.799,0.0015,11.9914,0.0007,0.0028406,4.31e-05,652404952445529088
EPIC211647930,136.78939,15.205698,12.484,0.292,11.561,0.159,12.357,0.03,11.936,0.01,11.821,0.01,,,10.941,0.023,10.603,0.028,10.596,0.024,11.9866,0.0002,12.3232,0.0012,11.5026,0.0009,0.0028788,4.32e-05,607345660265955456
EPIC211649214,133.104067,15.223564,15.882,0.04,14.992,0.01,15.357,0.04,14.661,0.04,14.455,0.03,,,13.268,0.022,12.766,0.027,12.643,0.023,14.7178,0.0003,15.2261,0.0013,14.0649,0.0012,0.00030320000000000005,3.12e-05,609073366694963328
EPIC211663688,133.256909,15.422738,,,,,,,,,,,,,14.123,0.028,13.483,0.028,13.251,0.025,17.2515,0.0009,19.0476,0.0316,15.9386,0.0042,0.010063800000000001,0.0001231,609850760071984512
EPIC211673349,130.777566,15.554352,16.176,0.05,14.888,0.03,15.554,0.05,14.392,0.02,13.971,0.01,,,12.65,0.026,12.006,0.028,11.896,0.021,14.4269,0.0002,15.1352,0.0014,13.6209,0.0008,0.0033041999999999998,3.22e-05,609668172421888512
