id,ra,dec,B_mag,B_mag_unc,V_mag,V_mag_unc,g_mag,g_mag_unc,r_mag,r_mag_unc,i_mag,i_mag_unc,z_mag,z_mag_unc,J_mag,J_mag_unc,H_mag,H_mag_unc,K_mag,K_mag_unc,G_mag,G_mag_unc,Bp_mag,Bp_mag_unc,Rp_mag,Rp_mag_unc,parallax,parallax_unc,GaiaID
EPIC212782836,204.7797241,-6.041594,12.327,0.263,11.491,0.153,12.076,0.01,11.566,0.02,11.359,0.07,,,10.431,0.023,10.091,0.023,9.994,0.024,11.5907,0.0002,11.9652,0.0014,11.0688,0.0007,0.0054367,4.72e-05,3632489004572413952
EPIC212796016,205.2937012,-5.663363,16.34,0.03,14.851,0.07,15.663,0.04,14.23,0.05,13.586,0.09,,,12.115,0.022,11.434,0.021,11.308,0.022,14.2141,0.0005,15.1048,0.0029,13.2936,0.0012,0.005297799999999999,3.73e-05,3632595897718444800
EPIC212797028,207.8180237,-5.6346002,14.022,0.02,13.284,0.02,13.61,0.02,13.103,0.02,12.878,0.05,,,11.909,0.022,,,11.538,0.022,13.1056,0.0005,13.4875,0.0016,12.5665,0.0019,0.0011506,2.41e-05,3620824285713185152
EPIC212803289,208.7737427,-5.4424658,11.75,0.113,11.149,0.099,11.332,0.06,10.957,0.03,10.878,0.04,,,10.024,0.022,9.755,0.022,9.72,0.021,10.9485,0.0006,11.2518,0.0015,10.512,0.0009,0.0018984000000000002,4.67e-05,3620612011248988416
EPIC212813907,206.8326569,-5.1060739,15.343,0.08,14.296,0.03,14.828,0.03,13.96,0.03,13.745,0.08,,,12.531,0.024,12.052,0.028,11.971,0.021,14.014,0.0003,14.5538,0.0025,13.3459,0.0011,0.002584,3.63e-05,3632835041497444096
EPIC212828909,202.2516022,-4.6102281,13.38,0.04,12.459,0.03,12.936,0.04,12.181,0.04,11.948,0.06,,,10.877,0.022,10.46,0.022,10.375,0.021,12.2315,0.0004,12.7012,0.0017,11.6219,0.0015,0.0054028999999999995,5.4399999999999994e-05,3635174042031610496
EPIC212839127,201.7799988,-4.248198,14.037,0.03,13.381,0.04,13.705,0.04,13.254,0.03,13.169,0.02,,,12.284,0.024,12.081,0.024,11.953,0.023,13.2812,0.0003,13.5844,0.0013,12.82,0.0007,0.0009562,3.2500000000000004e-05,3635248469520480256
EPIC213546283,289.3768616,-29.0492058,12.624,0.344,12.207,0.296,12.539,0.031,12.033,0.04,11.813,0.06,,,10.847,0.025,10.48,0.025,10.436,0.021,12.0375,0.0002,12.4357,0.0019,11.4894,0.0013,0.0032978,3.63e-05,6759444406898402816
EPIC213703832,289.8767395,-28.5355854,,,,,,,,,,,,,12.429,0.023,11.904,0.022,11.853,0.024,14.0545,0.0005,14.596,0.0022,13.3562,0.002,0.00017790000000000001,3.5499999999999996e-05,6759576318232376704
EPIC213817056,283.6466064,-28.1887608,14.303,0.03,13.171,0.03,13.737,0.02,,,,,,,11.101,0.023,10.61,0.025,10.455,0.023,12.7982,0.0003,13.4216,0.0019,12.0589,0.0008,0.0047984,6.4e-05,6762085953537233920
EPIC213840781,290.5611267,-28.1179199,14.976,0.01,14.087,0.08,14.483,0.03,13.727,0.02,13.404,0.11,,,12.342,0.03,11.926,0.026,11.787,0.026,13.7779,0.0005,14.2907,0.0046,13.1271,0.0019,0.0016327,3.2e-05,6759615694492268672
EPIC213920015,293.0787048,-27.8842812,10.895,0.073,10.174,0.056,,,,,,,,,8.211,0.027,7.902,0.023,7.83,0.016,9.9985,0.0038,9.6232,0.0035,9.0371,0.0758,0.0107935,0.0001993,6764880018721513856
EPIC213951550,286.8515625,-27.7921791,,,,,,,,,,,,,12.624,0.026,11.971,0.024,11.735,0.021,15.2668,0.0038,16.502,0.0091,14.1316,0.0069,0.0060686,0.00019969999999999998,6762687695625668480
EPIC214234110,288.3771667,-27.0169353,12.511,0.216,12.028,0.19,12.186,0.03,11.603,0.01,11.382,0.03,,,10.418,0.021,10.114,0.026,10.021,0.023,11.6347,0.0003,12.0596,0.0022,11.0719,0.0009,0.0047808,5.84e-05,6763153201357242368
EPIC214254518,285.4757385,-26.9627743,13.59,0.01,12.347,0.03,13.023,0.031,11.82,0.04,11.382,0.01,,,10.116,0.023,9.474,0.022,9.338,0.023,11.9006,0.0003,12.6168,0.0011,11.1047,0.0007,0.0113123,3.68e-05,6763711645882517504
EPIC214522613,288.5023804,-26.2844887,15.986,0.01,14.46,0.08,15.309,0.03,13.91,0.02,12.899,0.09,,,11.044,0.021,10.425,0.021,10.214,0.023,13.5571,0.0005,14.7337,0.0027,12.4877,0.002,0.0121297,4.39e-05,6763257758042263552
EPIC214611894,281.4406433,-26.0652046,12.991,0.02,12.189,0.02,12.586,0.01,11.885,0.02,11.566,0.06,,,10.484,0.026,10.157,0.026,10.034,0.023,12.0058,0.0007,12.4486,0.0034,11.3339,0.0044,0.0034590999999999997,4.12e-05,4073171817580208000
EPIC214741009,281.1157532,-25.7537327,,,,,,,,,,,,,12.43,0.022,11.916,0.021,11.788,0.021,14.2624,0.0004,14.891,0.0022,13.5032,0.002,0.00031180000000000004,3.09e-05,4073371142759019264
EPIC214787262,289.1483154,-25.6449642,15.272,0.03,13.63,0.034,14.43,0.02,13.104,0.04,11.719,0.02,,,9.697,0.022,9.102,0.023,8.852,0.021,12.4624,0.0009,13.9036,0.0081,11.2985,0.0017,0.0359483,9.56e-05,6769308026926349056
EPIC215101303,289.4114685,-24.9358578,15.792,0.04,15.079,0.046,15.487,0.03,14.949,0.04,14.635,0.04,,,13.756,0.032,13.418,0.034,13.306,0.038,15.0024,0.0007,15.3893,0.0057,14.4375,0.0019,0.0006493,5.15e-05,6769461718042363776
EPIC215171927,295.0364685,-24.7828369,14.043,0.03,13.074,0.01,13.532,0.02,12.744,0.04,12.332,0.06,,,11.378,0.023,10.936,0.029,10.81,0.023,12.8195,0.0009,13.3489,0.0023,12.16,0.002,0.004609899999999999,5.4499999999999997e-05,6767963736525018496
EPIC215358983,294.4802246,-24.384943,14.585,0.04,13.987,0.04,14.195,0.01,13.787,0.04,13.611,0.12,,,12.689,0.025,12.366,0.029,12.328,0.03,13.7995,0.0006,14.1437,0.0035,13.2901,0.0022,0.0008474,9.32e-05,6768048879956813568
EPIC215389654,283.5496216,-24.3208008,14.588,0.048,13.565,0.033,14.085,0.034,13.288,0.042,12.862,0.063,,,11.717,0.023,11.311,0.024,11.173,0.026,13.3212,0.0003,13.8815,0.0015,12.6245,0.0019,0.0030583999999999997,2.57e-05,4074888945505148032
EPIC215502661,282.1928101,-24.0842247,13.161,0.042,12.179,0.03,12.66,0.031,11.957,0.04,11.763,0.06,,,10.413,0.027,10.035,0.023,9.919,0.021,11.9537,0.0002,12.4955,0.0016,11.2753,0.0017,0.0040173,4.96e-05,4075130773669033344
EPIC215854715,293.2016296,-23.4150181,13.792,0.02,12.876,0.02,13.315,0.02,12.597,0.03,12.309,0.11,,,11.247,0.03,10.802,0.032,10.745,0.037,12.6525,0.0004,13.1468,0.0014,12.0198,0.001,0.004323400000000001,4.75e-05,6771336282285457536
EPIC215938010,291.4016418,-23.2608452,12.839,0.01,12.234,0.05,12.46,0.01,12.083,0.02,11.935,0.12,,,11.053,0.026,10.771,0.022,10.707,0.024,12.0777,0.0002,12.4109,0.0017,11.5934,0.0011,0.0017092000000000001,3.54e-05,6771541375564795392
EPIC215969174,291.4786987,-23.2027931,15.06,0.03,14.386,0.02,14.67,0.01,14.227,0.01,14.141,0.05,,,13.181,0.026,12.855,0.025,12.809,0.026,14.233,0.0004,14.5878,0.0026,13.724,0.0014,0.0011397,2.8899999999999998e-05,6771542097119292928
EPIC216008129,293.56073,-23.1310349,13.061,0.269,12.809,0.24,12.496,0.031,12.079,0.04,11.738,0.07,,,10.653,0.026,10.273,0.023,10.198,0.024,11.9432,0.0007,12.3871,0.0033,11.3588,0.002,0.0050239,4.21e-05,6771370981322320128
EPIC216050437,293.6160583,-23.052948,12.993,0.041,12.432,0.04,12.655,0.031,12.328,0.04,12.184,0.06,,,11.238,0.021,10.996,0.023,10.891,0.019,12.29,0.0002,12.6095,0.0021,11.8106,0.0016,0.0008974,0.00026490000000000004,6771371947694503936
EPIC216114172,295.1509094,-22.936018,13.231,0.02,12.493,0.04,12.864,0.01,12.248,0.04,12.491,0.08,,,,,,,,,12.4348,0.0002,12.8064,0.0013,11.9052,0.0011,0.0031831999999999997,3.49e-05,6768794138383822848
EPIC216166748,291.9219971,-22.8406754,12.858,0.02,12.079,0.02,12.435,0.01,11.875,0.02,11.648,0.02,,,10.771,0.032,10.466,0.036,10.355,0.03,11.9544,0.0002,12.353,0.0019,11.4108,0.0011,0.003755,3.9399999999999995e-05,6771578307985187712
EPIC216334329,288.0766602,-22.5343876,13.934,0.044,13.15,0.032,13.491,0.032,12.917,0.041,12.641,0.02,,,11.698,0.022,11.413,0.026,11.268,0.023,12.9465,0.0006,13.3625,0.0018,12.3798,0.0011,0.0012214,8.350000000000001e-05,4080923756818836480
EPIC216387101,284.0131836,-22.4396248,13.828,0.044,13.062,0.032,13.41,0.032,12.778,0.041,12.677,0.062,,,11.336,0.029,10.94,0.031,10.834,0.026,12.7914,0.0004,13.2835,0.0027,12.1503,0.0013,0.0008569,4.67e-05,4075730282380635008
EPIC216405287,283.2642822,-22.4070339,14.206,0.01,13.297,0.02,13.743,0.03,12.988,0.01,12.677,0.03,,,11.547,0.023,11.144,0.024,11.046,0.021,13.0435,0.0007,13.5528,0.0022,12.3891,0.0024,0.0033003999999999998,2.8899999999999998e-05,4078733014274957184
EPIC216414930,289.4007568,-22.3899269,14.657,0.02,14.018,0.08,14.26,0.01,13.87,0.04,13.512,0.23,,,12.647,0.023,12.315,0.025,12.243,0.025,13.8333,0.0003,14.1848,0.0024,13.3064,0.0012,0.0010314,3.47e-05,6771149120491232768
EPIC216468514,284.9853821,-22.2934017,13.639,0.043,12.917,0.031,13.281,0.032,12.74,0.041,12.521,0.061,,,11.564,0.021,11.257,0.025,11.21,0.021,12.7669,0.0003,13.1559,0.002,12.2303,0.0015,0.0014324,4.21e-05,4081684580199958528
EPIC216494238,291.5953369,-22.2476616,13.269,0.01,12.536,0.04,12.85,0.02,12.32,0.02,12.067,0.04,,,11.141,0.021,10.854,0.024,10.765,0.019,12.3604,0.0002,12.7656,0.0019,11.8161,0.0012,0.0025266000000000004,4.7600000000000005e-05,6772454416893148928
EPIC216892056,291.6731873,-21.5390549,14.948,0.02,13.499,0.033,14.232,0.02,12.988,0.01,11.762,0.01,,,9.971,0.023,9.372,0.024,9.129,0.021,12.526,0.0004,13.7677,0.0022,11.4344,0.0008,0.0218294,4.65e-05,6772566326562902400
EPIC217149884,290.6599426,-21.0838795,15.154,0.01,14.421,0.03,14.717,0.01,14.204,0.04,14.001,0.01,,,13.055,0.023,12.703,0.025,12.66,0.029,14.2398,0.0003,14.634,0.002,13.6928,0.0012,0.0010747999999999999,4.75e-05,4082665245798510848
EPIC217192839,288.0269165,-21.0076427,14.063,0.01,13.01,0.01,13.553,0.01,12.587,0.01,12.194,0.03,,,10.97,0.021,10.39,0.025,10.302,0.021,12.6373,0.0003,13.256,0.0017,11.904,0.0013,0.006835099999999999,5.02e-05,4081376064109034496
EPIC217393088,289.4391174,-20.6543751,16.398,0.12,15.575,0.11,15.91,0.02,15.368,0.02,15.029,0.093,,,14.279,0.031,13.965,0.028,13.971,0.051,15.3766,0.0007,15.7642,0.0053,14.8427,0.0029,0.0004361,6.19e-05,4082846596499353984
EPIC217671466,290.8101196,-20.1663456,14.08,0.01,13.276,0.01,13.631,0.033,13.072,0.03,12.865,0.01,,,11.885,0.022,11.558,0.027,11.479,0.022,13.0983,0.0005,13.519,0.002,12.5351,0.0021,0.0015376,3.01e-05,4083159643769233408
EPIC217855533,290.0518188,-19.8431206,11.439,0.092,10.838,0.084,10.414,0.02,10.099,0.01,9.884,0.06,,,,,,,,,10.7329,0.0005,11.0039,0.0042,10.2894,0.0068,0.0036044000000000002,5.0299999999999996e-05,4083005128025277952
EPIC217941732,290.2702637,-19.6908073,13.955,0.01,12.759,0.01,13.394,0.01,12.284,0.01,11.807,0.03,,,10.562,0.022,9.989,0.026,9.858,0.023,12.3253,0.0002,13.0152,0.0017,11.546,0.0008,0.0084451,3.68e-05,4083382672829717504
EPIC217977895,287.4125671,-19.6269379,13.787,0.02,12.979,0.04,13.336,0.01,12.742,0.02,12.492,0.1,,,11.481,0.023,11.111,0.022,11.046,0.023,12.7667,0.0005,13.2012,0.0015,12.1892,0.0011,0.0035640999999999997,5.04e-05,4083952670840373504
EPIC218131080,289.2023926,-19.3559074,13.284,0.01,12.767,0.02,12.959,0.01,12.649,0.02,12.589,0.02,,,11.725,0.023,11.507,0.024,11.391,0.023,12.6766,0.0006,12.9459,0.0019,12.2308,0.0014,0.0026735,0.0002913,4083840142695803520
EPIC218170789,282.777832,-19.284481,14.237,0.03,13.191,0.01,13.753,0.033,12.845,0.041,12.52,0.061,,,11.29,0.023,10.771,0.023,10.627,0.021,12.8942,0.0004,13.4661,0.0012,12.1982,0.0012,0.0017235,5.1e-05,4086316208550280960
EPIC218304292,288.2244263,-19.0444965,13.292,0.04,12.653,0.04,12.921,0.01,12.497,0.04,12.335,0.03,,,11.411,0.024,11.133,0.026,11.028,0.023,12.5066,0.0002,12.8525,0.0014,12.0002,0.0009,0.0025985,5.92e-05,4084092132707553920
EPIC218621322,285.468811,-18.4679222,13.332,0.02,12.532,0.03,12.898,0.02,12.31,0.03,12.181,0.13,,,11.005,0.024,10.644,0.024,10.586,0.023,12.3531,0.0002,12.7976,0.0016,11.7548,0.0006,0.0033106,4.5900000000000004e-05,4085882378156196480
EPIC218668602,282.008728,-18.3793049,13.63,0.01,12.676,0.01,13.129,0.01,12.357,0.04,12.103,0.04,,,10.994,0.026,10.601,0.025,10.456,0.023,12.4429,0.0002,12.9653,0.0016,11.7936,0.001,0.0048793,5.6800000000000005e-05,4098446119569242752
EPIC218711655,285.4771729,-18.2983646,11.919,0.137,11.52,0.147,11.767,0.03,11.348,0.04,11.149,0.01,,,10.149,0.023,9.92,0.027,9.853,0.026,11.3041,0.0007,11.675,0.0019,10.7843,0.001,0.0026535,4.19e-05,4085889082626856448
EPIC218916923,289.0665283,-17.9106884,12.433,0.205,11.653,0.137,12.049,0.01,11.4,0.01,11.222,0.01,,,10.177,0.022,9.768,0.022,9.66,0.023,11.4626,0.0005,11.9296,0.0022,10.8661,0.0017,0.006471,3.89e-05,4084602654011029376
EPIC219256848,285.678833,-17.1772804,14.541,0.02,13.509,0.033,14.03,0.034,13.138,0.042,12.656,0.062,,,,,,,,,13.9013,0.0003,14.694,0.0046,13.0214,0.001,0.00025790000000000003,3.16e-05,4088264543134042880
EPIC219388192,289.3918152,-16.8716106,13.284,0.02,12.535,0.02,12.854,0.03,12.348,0.02,12.114,0.05,,,11.073,0.023,10.734,0.021,10.666,0.021,12.3563,0.0007,12.7608,0.0032,11.7969,0.0024,0.0032505999999999998,4.8899999999999996e-05,4087782677845919744
EPIC219420915,287.5108643,-16.7934952,13.811,0.01,13.057,0.04,13.368,0.04,12.842,0.03,12.623,0.05,,,11.601,0.023,11.251,0.023,11.135,0.021,12.9104,0.0005,13.3315,0.001,12.3376,0.0008,0.0021974,9.06e-05,4087971969962403840
EPIC220170303,12.7737408,-1.195891,13.272,0.04,12.353,0.03,12.8,0.04,12.043,0.02,11.821,0.07,,,10.773,0.024,10.281,0.026,10.206,0.023,12.1219,0.0003,12.6136,0.001,11.4932,0.0007,0.0059906,5.6e-05,2535901287452166400
EPIC220186645,17.3825226,-0.51762,13.643,0.02,13.01,0.02,13.308,0.06,12.834,0.03,12.812,0.16,,,11.839,0.021,11.569,0.026,11.478,0.021,12.8893,0.0004,13.2232,0.0018,12.4075,0.0014,0.001704,5.16e-05,2533185974768028032
EPIC220187552,19.9754562,-0.48349,15.085,0.09,13.575,0.11,14.442,0.1,13.015,0.12,12.148,0.17,,,10.708,0.026,10.068,0.025,9.886,0.025,12.9875,0.0022,13.9417,0.0039,11.9755,0.0013,,,2533763149653076352
EPIC220192485,19.130703,-0.290045,13.386,0.466,11.95,0.199,12.389,0.06,11.718,0.01,11.487,0.02,,,10.463,0.03,10.084,0.025,9.947,0.019,11.7755,0.0004,12.2222,0.0022,11.1885,0.0011,0.0062343,4.91e-05,2534555412207560960
EPIC220207765,21.0077972,0.274438,13.322,0.02,12.435,0.01,12.846,0.01,12.118,0.02,11.88,0.05,,,10.912,0.024,10.489,0.024,10.388,0.021,12.205,0.0005,12.6818,0.002,11.5998,0.0013,0.005078999999999999,4.71e-05,2534280156340927744
EPIC220209578,19.462019,0.341995,,,,,,,,,,,,,13.221,0.024,12.904,0.03,12.85,0.026,14.3157,0.0005,14.6598,0.0024,13.8082,0.0024,0.0011751,3.6700000000000004e-05,2534988933319167488
EPIC220211923,15.2174873,0.425996,12.994,0.02,12.391,0.04,12.627,0.01,12.219,0.03,12.089,0.02,,,11.235,0.026,10.933,0.022,10.879,0.021,12.2509,0.0003,12.5671,0.0009,11.7807,0.0006,0.0024392999999999997,5.4199999999999996e-05,2536584771367726336
EPIC220216730,11.2563133,0.593257,13.957,0.04,13.1,0.05,13.5,0.03,12.783,0.05,12.537,0.03,,,11.439,0.026,10.991,0.027,10.918,0.021,12.8274,0.0002,13.3063,0.001,12.205,0.0007,0.0040628,5.11e-05,2549096011101118080
EPIC220218012,11.6997042,0.640796,13.906,0.04,13.166,0.05,13.486,0.03,12.951,0.05,12.75,0.02,,,11.78,0.022,11.456,0.023,11.383,0.02,12.9687,0.0003,13.36,0.0009,12.4254,0.0008,0.002726,4.1700000000000004e-05,2549087623029238400
EPIC220225178,20.7790966,0.889177,13.241,0.04,12.503,0.02,12.838,0.05,12.249,0.02,12.072,0.02,,,11.164,0.026,10.824,0.022,10.746,0.019,12.3135,0.0003,12.7021,0.0013,11.7813,0.0013,0.0038645,4.79e-05,2534388703049641472
EPIC220241529,14.6906815,1.383812,12.05,0.191,11.205,0.103,11.574,0.03,10.611,0.06,10.35,0.07,,,9.263,0.024,8.774,0.038,8.613,0.023,10.7447,0.0003,11.3163,0.0009,10.0564,0.0006,0.0130435,5.16e-05,2537467988442521600
EPIC220245303,10.8022003,1.470872,13.06,0.05,12.06,0.08,12.585,0.04,11.76,0.09,11.494,0.08,,,10.478,0.025,10.028,0.032,9.962,0.023,11.8614,0.0002,12.3603,0.001,11.2261,0.0006,0.0066295,3.9800000000000005e-05,2549435893337972352
EPIC220250254,17.6409359,1.578266,12.882,0.368,11.535,0.137,12.135,0.07,11.383,0.15,11.238,0.12,,,10.354,0.023,9.995,0.032,9.915,0.019,11.5845,0.0004,12.0074,0.0014,11.0282,0.0015,0.0056373,5.86e-05,2538051863476537984
EPIC220256496,21.1059532,1.704954,14.028,0.06,13.075,0.11,13.584,0.06,12.786,0.11,12.566,0.05,,,11.624,0.024,11.205,0.022,11.104,0.024,12.9329,0.0005,13.399,0.0017,12.3328,0.0013,0.0036444999999999997,5.5100000000000004e-05,2559203924574351616
EPIC220258394,10.7425699,1.742699,14.793,0.09,13.891,0.07,14.36,0.05,13.654,0.09,13.447,0.06,,,12.503,0.021,12.118,0.029,12.017,0.022,13.7569,0.0002,14.1772,0.0011,13.1771,0.0013,0.0007428000000000001,0.00028849999999999997,2549549353489138560
EPIC220292715,18.2808666,2.4801109,13.44,0.02,12.487,0.03,13.004,0.04,12.14,0.03,11.874,0.03,,,10.759,0.023,10.29,0.03,10.205,0.022,12.2418,0.0005,12.7663,0.0026,11.5839,0.0019,0.0063081,4.1700000000000004e-05,2538765201709897984
EPIC220294712,18.1618977,2.5218749,12.947,0.01,12.341,0.02,12.635,0.04,12.203,0.03,12.104,0.02,,,11.293,0.021,11.024,0.022,10.97,0.02,12.2719,0.0003,12.569,0.0012,11.8211,0.0007,0.0023135,4.6399999999999996e-05,2538769088655260416
EPIC220303276,19.5505428,2.7028241,11.621,0.108,11.009,0.107,11.244,0.03,10.908,0.07,10.801,0.04,,,10.087,0.026,9.847,0.023,9.788,0.021,10.9196,0.0004,11.2007,0.0013,10.5096,0.0013,0.0026279,7.61e-05,2562569564026683520
EPIC220317172,17.1425896,2.9996459,12.644,0.257,12.492,0.262,12.658,0.01,12.055,0.04,11.871,0.08,,,10.813,0.026,10.418,0.022,10.342,0.023,12.0675,0.0002,12.5076,0.0011,11.4889,0.0011,0.0047577999999999995,4.5400000000000006e-05,2539523864732372352
EPIC220321605,18.4234066,3.096936,14.401,0.01,13.1,0.01,13.817,0.02,12.566,0.03,12.061,0.06,,,10.629,0.022,10.015,0.031,9.856,0.023,12.55,0.0003,13.3341,0.0019,11.7005,0.0014,0.0091281,7.69e-05,2538824923230146560
EPIC220336320,16.6882286,3.4073501,,,,,,,,,,,,,13.681,0.028,13.096,0.033,12.824,0.032,16.22,0.0013,17.3765,0.0075,15.1236,0.0034,0.0033417,0.0002245,2539599116855026048
EPIC220341183,13.1403046,3.507705,12.721,0.331,11.803,0.204,12.471,0.01,12.007,0.01,11.859,0.06,,,11.034,0.026,10.729,0.022,10.656,0.021,12.0409,0.0002,12.3833,0.0011,11.5521,0.0008,0.0025377999999999998,4.46e-05,2551651031310145024
EPIC220376054,14.8760767,4.227798,12.146,0.18,11.805,0.208,12.025,0.05,11.446,0.2,11.414,0.13,,,10.576,0.023,10.217,0.021,10.223,0.023,11.599,0.0004,11.9402,0.0012,11.1132,0.0008,0.003298,4.5400000000000006e-05,2551946391916754176
EPIC220383386,8.7396841,4.3814678,9.767,0.023,8.941,0.015,9.955,0.31,9.21,0.28,8.512,0.14,,,7.548,0.032,7.203,0.038,7.066,0.02,8.7622,0.0003,9.1974,0.0012,8.2069,0.002,0.0211175,6.57e-05,2554032474712538880
EPIC220397060,8.6971817,4.6577568,13.93,0.08,13.033,0.06,13.451,0.04,12.777,0.04,12.571,0.05,,,11.559,0.024,11.087,0.024,11.027,0.021,12.8615,0.0003,13.3055,0.0011,12.2627,0.0012,0.0011963,5.06e-05,2554461937082235904
EPIC220410754,15.4357281,4.9255219,13.627,0.03,12.969,0.08,13.296,0.05,12.809,0.08,12.649,0.05,,,11.826,0.024,11.524,0.022,11.44,0.024,12.867,0.0004,13.2039,0.0014,12.3733,0.0014,0.0021095000000000003,6.74e-05,2552279509580314624
EPIC220436208,12.2361183,5.416503,14.737,0.04,14.035,0.17,14.321,0.04,13.753,0.07,13.752,0.34,,,12.662,0.027,12.337,0.028,12.295,0.027,13.8165,0.0002,14.2004,0.001,13.2802,0.0007,0.0013625,3.0200000000000002e-05,2552929320952237952
EPIC220448185,23.3044033,5.645308,,,,,,,,,,,,,14.242,0.032,13.668,0.034,13.543,0.044,16.8465,0.0018,18.1381,0.0349,15.7113,0.0049,0.0042537,0.0001183,2564954125574046336
EPIC220471666,18.4700871,6.1239018,13.721,0.02,12.986,0.01,13.332,0.02,12.79,0.01,12.569,0.07,,,11.679,0.02,11.405,0.026,11.298,0.02,12.8302,0.0003,13.2049,0.0015,12.3073,0.0013,0.002447,3.85e-05,2564621115285038208
EPIC220481411,11.4802494,6.346971,13.563,0.02,12.476,0.05,13.043,0.03,12.015,0.05,11.696,0.01,,,10.394,0.023,9.856,0.032,9.721,0.018,12.0576,0.0002,12.6868,0.0009,11.3195,0.0008,0.0086325,5.2499999999999995e-05,2556231154370582400
EPIC220487418,11.2983923,6.4815621,12.813,0.03,12.187,0.03,12.446,0.04,12.007,0.03,11.897,0.02,,,11.009,0.022,10.747,0.03,10.679,0.02,12.0279,0.0003,12.3584,0.001,11.5453,0.0006,0.0025905999999999998,5.11e-05,2556248536102683008
EPIC220501947,19.6098995,6.8168712,15.072,0.08,13.946,0.04,14.553,0.04,13.456,0.03,13.104,0.06,,,11.807,0.027,11.259,0.023,11.135,0.025,13.5184,0.0005,14.1749,0.0029,12.7567,0.0016,0.0042669,3.33e-05,2564784633279953536
EPIC220503236,12.809659,6.8464599,13.601,0.03,12.876,0.04,13.196,0.03,12.657,0.03,12.506,0.05,,,11.563,0.026,11.267,0.026,11.206,0.024,12.7137,0.0003,13.0884,0.0012,12.1856,0.0005,0.0025099999999999996,6.25e-05,2556472119215785728
EPIC220504338,19.4492855,6.8688951,14.445,0.05,13.684,0.03,14.016,0.03,13.459,0.02,13.299,0.03,,,12.347,0.023,11.998,0.025,11.949,0.021,13.5039,0.0003,13.9011,0.0016,12.9577,0.0011,0.0015441,3.3e-05,2564787622577189760
EPIC220522262,16.2273502,7.2692342,16.237,0.04,15.117,0.06,15.75,0.1,14.657,0.03,14.339,0.12,,,13.195,0.024,12.626,0.024,12.523,0.029,14.7677,0.0005,15.3725,0.0023,14.0396,0.0016,0.0021541999999999998,3.65e-05,2577432178095422976
EPIC220542353,14.7445202,7.7193332,9.104,0.018,8.677,0.014,9.562,0.01,9.255,0.02,8.525,0.04,,,7.842,0.02,7.616,0.04,7.56,0.026,8.5653,0.0004,8.8058,0.0016,8.2102,0.0016,0.0076672,5.4199999999999996e-05,2577606244530236416
EPIC220554210,13.4320173,7.995316,14.859,0.02,14.042,0.036,14.415,0.036,13.781,0.044,13.426,0.19,,,12.437,0.024,12.084,0.022,12.002,0.021,13.8183,0.0003,14.279,0.0015,13.2128,0.0011,0.0019863,3.14e-05,2580848395082660992
EPIC220555384,13.8120508,8.0228157,14.124,0.02,12.88,0.01,13.565,0.03,12.343,0.02,11.894,0.05,,,10.494,0.027,9.827,0.024,9.7,0.021,12.3706,0.0004,13.1299,0.0016,11.5283,0.0008,0.0068487,0.0005069,2580690168487411840
EPIC220565349,18.7027454,8.2514486,15.291,0.03,14.431,0.04,14.802,0.01,14.151,0.03,13.831,0.05,,,12.722,0.022,12.296,0.022,12.204,0.026,14.1596,0.0004,14.6422,0.0023,13.5221,0.0012,0.0016271,3.7900000000000006e-05,2578666551696182528
EPIC220592745,12.8453093,8.8676395,12.837,0.338,12.09,0.228,12.399,0.04,11.886,0.02,11.719,0.01,,,10.849,0.024,10.509,0.022,10.424,0.021,11.911,0.0002,12.2847,0.0011,11.389,0.0011,0.0030449,4.4699999999999996e-05,2581741400387500544
EPIC220621087,19.3045254,9.5013809,15.657,0.15,14.14,0.04,15.068,0.12,13.573,0.01,12.663,0.02,,,10.93,0.027,10.335,0.022,10.117,0.021,13.3119,0.0005,14.4134,0.0027,12.2741,0.0014,0.0143638,3.13e-05,2579620343673729408
EPIC220621788,12.7698622,9.5168056,12.656,0.03,11.89,0.02,12.259,0.08,11.692,0.03,11.535,0.03,,,10.582,0.027,10.23,0.022,10.161,0.021,11.7214,0.0004,12.1057,0.0016,11.19,0.0009,0.0042542,4.96e-05,2581918597853527424
EPIC220629489,13.1944141,9.6929235,15.516,0.05,14.445,0.03,14.991,0.07,14.098,0.03,13.745,0.06,,,12.579,0.024,12.114,0.022,11.983,0.023,14.1316,0.0003,14.6965,0.0012,13.4368,0.001,0.0024532,3.04e-05,2581916673708201216
EPIC220643470,12.3975563,10.0200777,12.696,0.408,11.076,0.109,11.798,0.05,10.817,0.01,10.427,0.03,,,9.026,0.023,8.33,0.033,8.229,0.018,10.8306,0.0004,11.4927,0.0012,10.0694,0.0005,0.0004137,4.81e-05,2582183683235097728
EPIC220648214,17.0781631,10.1369457,12.986,0.03,12.395,0.1,12.587,0.03,12.325,0.25,12.12,0.1,,,11.186,0.024,10.841,0.021,10.781,0.021,12.1931,0.0003,12.5305,0.0016,11.7026,0.0008,0.0026879,4.65e-05,2582868094863548288
EPIC220650439,16.6549816,10.1896868,13.343,0.04,12.703,0.17,12.907,0.03,12.594,0.33,11.942,0.5,,,11.229,0.023,10.884,0.023,10.852,0.023,12.4149,0.0003,12.812,0.0022,11.8662,0.001,0.0031091,6.469999999999999e-05,2582898606311167872
